page,clicks,impressions,ctr_pct,avg_position
https://barcrawlusa.com/event/alpharetta-ugly-sweater-bar-crawl-3rd-annual/,0,786,0,16.5
https://barcrawlusa.com/event/birmingham-taco-tequila-bar-crawl-4th-annual/,0,47,0,18.3
https://barcrawlusa.com/event/birmingham-ugly-sweater-crawl-8th-annual/,0,747,0,13.3
https://barcrawlusa.com/event/cherry-blossom-brunch-at-boku/,0,65,0,26.5
https://barcrawlusa.com/event/cincinnati-ugly-sweater-bar-crawl-10th-annual/,0,6,0,7.7
https://barcrawlusa.com/event/cincinnati-ugly-sweater-bar-crawl-9th-annual/,0,480,0,20.5
https://barcrawlusa.com/event/cleveland-green-mile-st-patricks-bar-crawl-west-park-bars-8th-annual/?utm_source=Vesta&utm_medium=Referral,0,17,0,34.2
https://barcrawlusa.com/event/cleveland-taco-tequila-bar-crawl-7th-annual/,0,117,0,11.2
https://barcrawlusa.com/event/columbia-taco-tequila-bar-crawl-7th-annual/,0,11,0,17.9
https://barcrawlusa.com/event/fort-worth-ugly-sweater-bar-crawl-4th-annual/,0,70,0,16.5
https://barcrawlusa.com/event/lakewood-st-patricks-shamrock-bar-crawl-usa-march-15th-cleveland-ohio/,0,8,0,32.1
https://barcrawlusa.com/event/macon-taco-tequila-bar-crawl/,0,3,0,11.7
https://barcrawlusa.com/event/macon-ugly-sweater-bar-crawl-2nd-annual/,0,412,0,18.3
https://barcrawlusa.com/event/nightmare-on-bullstreet-brunch-at-publico/,0,19,0,9.5
https://barcrawlusa.com/event/portland-ugly-sweater-bar-crawl-7th-annual/,0,6,0,22.5
https://barcrawlusa.com/event/portland-ugly-sweater-bar-crawl-8th-annual/,0,51,0,17.1
https://barcrawlusa.com/event/portland-ugly-sweater-bar-crawl/,0,153,0,13.5
https://barcrawlusa.com/event/roswell-boos-booze-halloween-bar-crawl/,0,1,0,1
https://barcrawlusa.com/event/sarasota-ugly-sweater-bar-crawl-9th-annual/,0,3,0,20.7
https://barcrawlusa.com/event/soulard-taco-tequila-bar-crawl-6th-annual/,0,2,0,19
https://barcrawlusa.com/event/st-pete-taco-tequila-bar-crawl-6th-annual-april-12th-by-bar-crawl-usa/,0,4,0,8.8
https://barcrawlusa.com/event/st-pete-ugly-sweater-bar-crawl-10th-annual/,0,203,0,25.8
https://barcrawlusa.com/event/st-pete-ugly-sweater-bar-crawl-9th-annual/,0,3,0,9.3
https://barcrawlusa.com/event/tropic-like-its-hot-party-at-publico/,0,5,0,7
https://barcrawlusa.com/event/westside-beer-bourbon-bites-fest/,0,69,0,12.1
https://barcrawlusa.com/event_listing_category/indianapolis-bar-crawl/,0,9,0,48.7
https://barcrawlusa.com/event_listing_category/knoxville-bar-crawl/,0,43,0,61.6
https://barcrawlusa.com/event_listing_type/boos-booze-halloween-bar-crawl/,0,50,0,17.8
https://barcrawlusa.com/event_listing_type/boozy-brunch-summer-sippin-cocktail-crawl/,0,30,0,11
https://barcrawlusa.com/event_listing_type/holiday-bar-party-bus/,0,2,0,8
https://barcrawlusa.com/event_listing_type/party-bus-tour/,0,9,0,45
https://barcrawlusa.com/event_listing_type/the-crawl-that-must-not-be-named/,0,1,0,10
https://barcrawlusa.com/event_listing_type/ugly-sweater-bar-crawl/,0,98,0,20.3
https://barcrawlusa.com/events/,0,2,0,1.5
https://barcrawlusa.com/fall-in-love-with-these-drinks/,0,12,0,7.7
https://barcrawlusa.com/greenville-taco-tequila-crawl/,0,468,0,21.4
https://barcrawlusa.com/harry-potter-inspired-treat-recipes/,0,145,0,10.2
https://barcrawlusa.com/harry-potters-butterbeer-recipe/,0,143,0,40.1
https://barcrawlusa.com/its-9-on-a-friday-night/,0,4,0,9
https://barcrawlusa.com/lawerenceville-tacco-crawl-may-2-bar-crawl-usa/,0,1,0,1
https://barcrawlusa.com/lets-get-toasty/,0,22,0,8.3
https://barcrawlusa.com/lets-taco-bout-that-party/,0,44,0,17.1
https://barcrawlusa.com/macon-events-taco-crawl-may-25-bar-crawl-usa/,0,9,0,15.7
https://barcrawlusa.com/margarita-fest/,0,5,0,10.8
https://barcrawlusa.com/new-greenville/,0,39,0,48.6
https://barcrawlusa.com/opt-out-preferences/,0,138,0,11.8
https://barcrawlusa.com/portland-taco-tequila-bar-crawl-april-25th/,0,1,0,1
https://barcrawlusa.com/portlands-taco-tequila-bar-crawl/,0,179,0,19.3
https://barcrawlusa.com/potters-pumpkin-picks/,0,16,0,10.4
https://barcrawlusa.com/roswell-bar-crawl-taco-tequila-april-25/,0,42,0,5.8
https://barcrawlusa.com/roswell-ga-halloween-bar-crawl-2-2/,0,1,0,1
https://barcrawlusa.com/roswell-halloween-bar-crawl/,0,313,0,39.0
https://barcrawlusa.com/sarasota-bar-crawl-st-patricks-day-2026/,0,9,0,4.2
https://barcrawlusa.com/shop/,0,25,0,10.3
https://barcrawlusa.com/soulard-taco-and-tequila-crawl-april-18-bar-crawl-usa/,0,20,0,9.5
https://barcrawlusa.com/soulard-taco-tequila-bar-crawl/,0,4,0,14.5
https://barcrawlusa.com/st-pete-taco-tequila-crawl/,0,6,0,7.8
https://barcrawlusa.com/taco-and-tequila-cincinnati-bar-crawl-may-2/,0,16,0,4.8
https://barcrawlusa.com/taco-bout-a-fun-crawl/,0,48,0,33.3
https://barcrawlusa.com/the-best-halloween-cocktails-home-easy-recipes/,0,1,0,1
https://barcrawlusa.com/the-best-margarita-you-can-make-at-home/,0,22,0,10.9
https://barcrawlusa.com/the-ultimate-bbq-beer-pairings/,0,383,0,13.7
https://barcrawlusa.com/ugly-sweater-crawl/,0,1,0,1
https://barcrawlusa.com/why-college-football-season-is-the-best/,0,108,0,9.2
https://barcrawlusa.com/wizard-pub-crawl-austin-tx/,0,104,0,20.9
https://barcrawlusa.com/wp-content/plugins/complianz-terms-conditions/download.php,0,11,0,9
https://barcrawlusa.com/wp-content/uploads/2020/01/495F8777-44C7-412D-81CD-8F3D49D28369-1-1024x961-1.jpg,0,2,0,16.5
https://barcrawlusa.com/wp-content/uploads/2020/01/88DE37C1-C5DE-43D8-AFF2-545DD2B9DD99-1-844x1024-1.jpg,0,4,0,19
https://barcrawlusa.com/wp-content/uploads/2020/04/90477111_1416808508522048_486147159255678976_o-1024x790.jpg,0,1,0,30
https://barcrawlusa.com/wp-content/uploads/2020/04/94247190_1446135805589318_1395110247957266432_o-893x1024.jpg,0,4,0,5.8
https://barcrawlusa.com/wp-content/uploads/2020/04/9F475CCC-21E2-4F11-BAB9-FC3C7294B8C8-1024x768.jpg,0,1,0,26
https://barcrawlusa.com/wp-content/uploads/2022/01/272339902_1961546237381603_3690844250883394637_n.jpg,0,4,0,4.5
https://barcrawlusa.com/wp-content/uploads/2022/02/Vday-Drink.png,0,2,0,12
https://barcrawlusa.com/wp-content/uploads/2022/11/2022-Ugly-Sweater-Maps-1.pdf,0,416,0,21.7
https://barcrawlusa.com/wp-content/uploads/2023/02/Chattanooga-Taco-Tequila-Attendees-768x512.jpg,0,1,0,4
https://barcrawlusa.com/wp-content/uploads/2023/02/TACOTEQUILA-768x768.jpg,0,1,0,58
https://barcrawlusa.com/wp-content/uploads/2023/11/Sarasota-Ugly-Sweater.jpg,0,1,0,3
https://barcrawlusa.com/wp-content/uploads/2024/03/Cocktail-New-2.webp,0,1,0,8
https://barcrawlusa.com/wp-content/uploads/2024/03/Onesie-Pic.webp,0,2,0,16.5
https://barcrawlusa.com/wp-content/uploads/2024/03/St-Paddy-New.webp,0,1,0,29
https://barcrawlusa.com/wp-content/uploads/2024/03/Ugly-Sweater-Pic.webp,0,3,0,6.7
https://barcrawlusa.com/wp-content/uploads/2025/01/Soulard-Boozy-Brunch-Crawl.webp,0,1,0,16
https://barcrawlusa.com/wp-content/uploads/2025/01/Taco-Bar-Crawl-USA-1024x683.webp,0,1,0,7
https://barcrawlusa.com/wp-content/uploads/2025/01/Taco-Bar-Crawl-USA.webp,0,2,0,4
https://barcrawlusa.com/wp-content/uploads/2025/02/Cleveland.webp,0,1,0,5
https://barcrawlusa.com/wp-content/uploads/2025/03/Chattanooga-bar-crawl-group.webp,0,1,0,7
https://barcrawlusa.com/wp-content/uploads/2025/03/Cleveland-BCU-1024x683.webp,0,1,0,4
https://barcrawlusa.com/wp-content/uploads/2025/03/Columbia-Ugly-Sweater-bar-crawl.webp,0,1,0,3
https://barcrawlusa.com/wp-content/uploads/2025/03/Fort-Worth-Bar-Crawl-USA-group-1024x678.webp,0,1,0,7
https://barcrawlusa.com/wp-content/uploads/2025/03/Fort-Worth-Taco-Tequila-Bar-Crawl.webp,0,2,0,5.5
https://barcrawlusa.com/wp-content/uploads/2025/03/Fort-Worth-tacos-678x1024.webp,0,1,0,7
https://barcrawlusa.com/wp-content/uploads/2025/03/Lawrenceville-Taco-Crawl.webp,0,1,0,3
https://barcrawlusa.com/wp-content/uploads/2025/03/Soulard-Bar-Crawl-USA-group.webp,0,2,0,7.5
https://barcrawlusa.com/wp-content/uploads/2025/03/Soulard-taco-tequila-crawl.webp,0,2,0,4.5
https://barcrawlusa.com/wp-content/uploads/2025/03/St-Paddys-Crawl-Cleveland.webp,0,2,0,6
https://barcrawlusa.com/wp-content/uploads/2025/03/columbia-bar-crawl-taco.webp,0,3,0,8.7
https://barcrawlusa.com/wp-content/uploads/2025/03/soulard-bar-crawl-taco.webp,0,1,0,16
https://barcrawlusa.com/wp-content/uploads/2025/03/soulard-bar-crawl-usa-girls.webp,0,3,0,8.3
https://barcrawlusa.com/wp-content/uploads/2025/03/st-patricks-day-crawl-bar-crawl-usa-683x1024.webp,0,5,0,27.6
https://barcrawlusa.com/wp-content/uploads/2025/04/482005932_670197248872960_1751429589647843379_n.jpg,0,1,0,4
https://barcrawlusa.com/wp-content/uploads/2025/04/488583829_689820386910646_2734140779383178814_n.jpg,0,1,0,7
https://barcrawlusa.com/wp-content/uploads/2025/04/Cleveland-taco-crawl-group-1024x682.webp,0,1,0,5
https://barcrawlusa.com/wp-content/uploads/2025/07/Boos-Booze-Crawlersrawlers.webp,0,85,0,11.3
https://barcrawlusa.com/wp-content/uploads/2025/07/Boos-and-Booze-Halloween-Bar-Crawl-Partygoer.webp,0,1,0,5
https://barcrawlusa.com/wp-content/uploads/2025/08/482054482_671634035395948_7657345989633725385_n-e1780962064996.jpg,0,1,0,7
https://barcrawlusa.com/wp-content/uploads/2025/11/holiday-bar-party-bus-2025.webp,0,1,0,6
https://barcrawlusa.com/wp-content/uploads/2025/12/Colorful-Playful-Bold-Style-Events-Schedule-Flyer-8.webp,0,1,0,20
https://barcrawlusa.com/wp-content/uploads/2025/12/Macon-Ugly-Sweater-Map-scaled.webp,0,1,0,25
https://barcrawlusa.com/wp-content/uploads/2026/01/Exclusive-2026-Bar-Crawl-USA-Taco-Crawl-t-shirt.webp,0,2,0,5
https://barcrawlusa.com/wp-content/uploads/2026/02/taco-crawlers.jpg,0,4,0,5.5
https://barcrawlusa.com/wp-content/uploads/2026/04/Bar-Crawl-USA-Taco-Tequila-03-28-2026-93.jpg,0,1,0,7
https://www.barcrawlusa.com/,0,23,0,1.7
https://www.barcrawlusa.com/halloween-bar-crawl-by-bar-crawl-usa-2/,0,5,0,4.4
